,Player,Club,GamesPlayed,GamesStarted,ShotsFaced,SavesMade,GoalsAgainst,Wins,Losses,Ties,ShutOuts,WinsPercentage,SavePercentage,Year
1165,Andre Blake,Philadelphia Union,26,26,103,59,41,11,10,5,3,42.3,57.3,2019
1166,Maxime Crepeau,Vancouver Whitecaps FC,26,26,159,114,46,7,13,6,5,26.9,71.7,2019
1167,Tim Howard,Colorado Rapids,25,25,117,73,46,8,12,4,5,32.0,62.4,2019
1168,Steve Clark,Portland Timbers,24,24,109,84,25,13,6,5,6,54.2,77.1,2019
1169,Matt Turner,New England Revolution,20,20,116,87,27,8,4,7,5,40.0,75.0,2019
1170,Kenneth Kronholm,Chicago FIre FC,20,20,87,58,27,6,6,8,5,30.0,66.7,2019
1171,Spencer Richey,FC Cincinnati,19,19,106,61,45,5,12,2,2,26.3,57.5,2019
1172,Przemyslaw Tyton,FC Cincinnati,15,15,62,32,30,1,10,4,3,6.7,51.6,2019
1173,David Ousted,Chicago FIre FC,14,14,56,34,20,4,6,4,4,28.6,60.7,2019
1174,Zack Steffen,Columbus Crew,13,13,56,39,17,5,6,2,4,38.5,69.6,2019
1175,Eloy Room,Columbus Crew,12,12,47,33,14,5,2,5,1,41.7,70.2,2019
1176,Clint Irwin,Colorado Rapids,11,9,58,42,17,4,4,2,1,36.4,72.4,2019
1177,Jeff Attinella,Portland Timbers,10,10,64,40,24,1,7,2,0,10.0,62.5,2019
1178,Brad Knighton,New England Revolution,8,7,29,16,13,1,3,4,0,12.5,55.2,2019
1179,Zac MacMath,Real Salt Lake,8,8,52,37,13,1,3,4,0,12.5,71.2,2019
1180,Alex Bono,Toronto FC,7,6,28,16,11,4,1,2,1,57.1,57.1,2019
1181,Cody Cropper,Houston Dynamo FC,7,7,49,29,17,2,4,1,1,28.6,59.2,2019
1182,Tyler Deric,Houston Dynamo FC,7,7,36,19,15,2,5,0,0,28.6,52.8,2019
1183,Matt Freese,Philadelphia Union,6,5,23,13,7,1,1,2,0,16.7,56.5,2019
1184,Joe Bendik,Philadelphia Union,6,6,27,14,12,0,5,1,0,0.0,51.9,2019
1185,Pablo Sisniega,Los Angeles FC,6,6,26,17,9,3,2,1,0,50.0,65.4,2019
1186,Andrew Putna,Real Salt Lake,5,5,19,12,6,2,2,1,2,40.0,63.2,2019
1187,Brad Stuver,New York City,5,5,14,10,6,4,1,0,1,80.0,71.4,2019
1188,Carlos Miguel Coronel,Philadelphia Union,4,3,11,9,2,4,0,0,1,100.0,81.8,2019
1189,Jon Kempin,Columbus Crew,3,3,8,4,4,0,3,0,0,0.0,50.0,2019
1190,Jimmy Maurer,FC Dallas,2,2,12,8,4,0,1,1,0,0.0,66.7,2019
1191,Clement Diop,CF Montreal,2,2,7,6,1,1,0,1,1,50.0,85.7,2019
1192,Greg Ranjitsingh,Minnesota United FC,2,2,7,4,3,0,1,1,0,0.0,57.1,2019
1193,Adrian Zendejas,Nashville SC,1,1,4,3,1,0,0,1,0,0.0,75.0,2019
1194,Eric Dick,Sporting Kansas City,1,1,9,3,6,0,1,0,0,0.0,33.3,2019
1195,Matt Lampson,Columbus Crew,1,1,7,3,4,0,1,0,0,0.0,42.9,2019
1196,Ryan Meara,New York City Red Bulls,1,1,5,4,1,1,0,0,0,100.0,80.0,2019
1197,Chris Seitz,D.C. United,1,1,3,2,1,1,0,0,0,100.0,66.7,2019
1198,Bobby Shuttleworth,Chicago FIre FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1199,Caleb Patterson-Sewell,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1200,Bryan Meredith,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1201,Earl Edwards Jr.,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1202,Aljaz Ivacic,Portland Timbers,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1203,Sean Melvin,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1204,Richard Sanchez,Sporting Kansas City,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1205,Alex Horwath,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1206,Ben Lundgaard,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1207,Michael Nelson,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1208,Jason Beaulieu,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1209,Phillip Ejimadu,Los Angeles FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1210,Gabriel Slonina,Chicago FIre FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1211,Jimmy Hague,FC Cincinnati,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1212,Stefan Cleveland,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1213,Mason Stajduhar,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1214,Andrew Tarbell,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1215,Andre Rawls,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1216,Trey Muse,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1217,James Pantemis,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1218,Luis Barraza,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1219,Evan Louro,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1220,Dayne St. Clair,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1221,Justin Vom Steeg,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1222,Kyle Zobeck,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1223,Alec Kann,Atlanta United,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1224,Kendall McIntosh,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1225,Matt Bersano,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1226,Brendan Moore,Atlanta United,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1227,Jeff Caldwell,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1228,Adam Grinwis,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1229,Thomas Hasal,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1230,David Ochoa,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2019
1852,Brad Guzan,Atlanta United,23,23,91,59,30,6,13,4,6,26.1,64.8,2020
1853,Sean Johnson,New York City,23,23,107,81,25,12,8,3,7,52.2,75.7,2020
1854,Joe Willis,Nashville SC,23,23,92,69,22,8,7,8,9,34.8,75.0,2020
1855,Marko Maric,Houston Dynamo FC,23,23,122,79,40,4,10,9,3,17.4,64.8,2020
1856,Matt Turner,New England Revolution,22,22,90,68,24,8,7,7,6,36.4,75.6,2020
1857,Stefan Frei,Seattle Sounders FC,22,22,83,60,23,11,5,6,6,50.0,72.3,2020
1858,Andre Blake,Philadelphia Union,21,21,81,63,18,13,3,5,8,61.9,77.8,2020
1859,Tim Melia,Sporting Kansas City,20,20,77,56,21,11,5,3,7,55.0,72.7,2020
1860,Quentin Westberg,Toronto FC,20,20,75,48,26,11,5,4,6,55.0,64.0,2020
1861,Clement Diop,CF Montreal,20,20,110,73,36,7,11,2,3,35.0,66.4,2020
1862,Steve Clark,Portland Timbers,20,20,94,64,29,10,4,6,5,50.0,68.1,2020
1863,Pedro Gallese,Orlando City SC,19,19,71,52,20,11,3,5,3,57.9,73.2,2020
1864,David Bingham,LA Galaxy,18,18,87,52,35,5,9,4,3,27.8,59.8,2020
1865,Eloy Room,Columbus Crew,17,17,57,41,15,9,3,5,7,52.9,71.9,2020
1866,Bobby Shuttleworth,Chicago FIre FC,17,17,81,53,28,4,6,7,4,23.5,65.4,2020
1867,Bill Hamid,D.C. United,17,17,88,55,32,3,10,4,2,17.6,62.5,2020
1868,Jimmy Maurer,FC Dallas,16,16,68,54,13,6,4,5,7,37.5,79.4,2020
1869,Luis Robles,Inter Miami CF,15,15,58,34,25,3,10,2,2,20.0,58.6,2020
1870,Andrew Putna,Real Salt Lake,15,15,62,38,26,4,7,4,4,26.7,61.3,2020
1871,William Yarbrough,Colorado Rapids,14,14,69,48,20,6,4,4,4,42.9,69.6,2020
1872,Pablo Sisniega,Los Angeles FC,14,14,58,35,23,7,5,2,2,50.0,60.3,2020
1873,Ryan Meara,New York City Red Bulls,13,13,55,39,16,5,4,4,3,38.5,70.9,2020
1874,Dayne St. Clair,Minnesota United FC,13,13,63,48,12,6,2,5,6,46.2,76.2,2020
1875,Przemyslaw Tyton,FC Cincinnati,12,12,48,30,18,2,7,3,5,16.7,62.5,2020
1876,Daniel Vega,San Jose Earthquakes,12,12,79,42,37,2,6,4,3,16.7,53.2,2020
1877,David Jensen,New York City Red Bulls,11,10,41,25,15,4,5,1,1,36.4,61.0,2020
1878,JT Marcinkowski,San Jose Earthquakes,11,11,39,25,14,6,3,2,4,54.5,64.1,2020
1879,Spencer Richey,FC Cincinnati,10,9,34,19,15,1,7,1,2,10.0,55.9,2020
1880,Thomas Hasal,Vancouver Whitecaps FC,9,8,50,35,14,4,4,0,1,44.4,70.0,2020
1881,John McCarthy,Inter Miami CF,8,8,31,19,10,4,3,1,1,50.0,61.3,2020
1882,Kenneth Vermeer,Los Angeles FC,8,8,36,19,16,2,3,3,1,25.0,52.8,2020
1883,Evan Bush,Vancouver Whitecaps FC,8,8,32,22,10,4,4,0,1,50.0,68.8,2020
1884,Andrew Tarbell,Columbus Crew,7,6,24,17,6,3,3,0,2,42.9,70.8,2020
1885,Zac MacMath,Real Salt Lake,6,6,21,14,7,1,2,3,3,16.7,66.7,2020
1886,Chris Seitz,D.C. United,6,6,32,22,9,2,2,2,2,33.3,68.8,2020
1887,Kenneth Kronholm,Chicago FIre FC,5,5,17,7,8,1,3,1,0,20.0,41.2,2020
1888,Tyler Miller,Minnesota United FC,5,5,19,13,6,3,0,2,1,60.0,68.4,2020
1889,Kyle Zobeck,FC Dallas,4,3,18,11,6,2,1,1,0,50.0,61.1,2020
1890,Maxime Crepeau,Vancouver Whitecaps FC,4,4,22,12,10,1,3,0,1,25.0,54.5,2020
1891,Brian Rowe ,Orlando City SC,4,4,21,16,5,0,1,3,1,0.0,76.2,2020
1892,Clint Irwin,Colorado Rapids,4,4,22,14,8,2,2,0,0,50.0,63.6,2020
1893,Jonathan Klinsmann,LA Galaxy,4,4,30,17,11,1,3,0,1,25.0,56.7,2020
1894,Bryan Meredith,Vancouver Whitecaps FC,3,3,27,20,10,0,3,0,0,0.0,74.1,2020
1895,Alex Bono,Toronto FC,3,3,16,16,0,2,0,1,3,66.7,100.0,2020
1896,Greg Ranjitsingh,Minnesota United FC,3,3,22,15,8,0,3,0,0,0.0,68.2,2020
1897,James Pantemis,CF Montreal,3,3,24,17,7,1,2,0,0,33.3,70.8,2020
1898,Joe Bendik,Philadelphia Union,2,1,3,1,2,0,1,0,0,0.0,33.3,2020
1899,Richard Sanchez,Sporting Kansas City,2,1,5,2,4,1,1,0,0,50.0,40.0,2020
1900,Jesse Gonzalez,FC Dallas,2,2,5,3,2,1,0,1,1,50.0,60.0,2020
1901,Aljaz Ivacic,Portland Timbers,2,2,8,5,3,1,1,0,0,50.0,62.5,2020
1902,Bobby Edwards,FC Cincinnati,2,2,6,3,3,1,1,0,0,50.0,50.0,2020
1903,Matt Freese,Philadelphia Union,1,1,1,1,0,1,0,0,1,100.0,100.0,2020
1904,David Ochoa,Real Salt Lake,1,1,6,4,2,0,1,0,0,0.0,66.7,2020
1905,Phelipe Megiolaro,FC Dallas,1,1,9,6,3,0,1,0,0,0.0,66.7,2020
1906,Connor Sparrow,Chicago FIre FC,1,1,7,4,3,0,1,0,0,0.0,57.1,2020
1907,Brad Knighton,New England Revolution,1,1,6,5,1,0,0,1,0,0.0,83.3,2020
1908,Jeff Attinella,Portland Timbers,1,1,7,4,3,0,1,0,0,0.0,57.1,2020
1909,Jon Kempin,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1910,Cody Cropper,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1911,Ben Lundt,FC Cincinnati,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1912,Earl Edwards Jr.,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1913,Matt Lampson,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1914,Carlos Avilez,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1915,Trey Muse,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1916,Luis Barraza,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1917,Justin Vom Steeg,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1918,Adrian Zendejas,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1919,Eric Lopez,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1920,Mason Stajduhar,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1921,Brady Scott,Nashville SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1922,Andre Rawls,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1923,Kevin Silva,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1924,Brad Stuver,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1925,Alec Kann,Atlanta United,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1926,Brendan Moore,Atlanta United,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1927,Jeff Caldwell,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1928,Matt Bersano,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1929,Kendall McIntosh,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1930,John Pulskamp,Sporting Kansas City,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1931,Jonathan Sirois,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1932,Abraham Rodriguez,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1933,Michael Nelson,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1934,Jason Beaulieu,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1935,Phillip Ejimadu,Los Angeles FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1936,Beckham Sunderland,FC Cincinnati,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1937,Isaac Boehmer,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1938,Gabriel Slonina,Chicago FIre FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1939,Fred Emmings,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1940,Emmanuel Ochoa,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1941,Drake Callender,Inter Miami CF,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1942,Elliot Panicco,Nashville SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1943,Eric Dick,Sporting Kansas City,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
1944,Stefan Cleveland,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2020
