Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Johan Venegas,,M,2,0,52,1,0,3,2,1,0/0,1,0,1.73,33.3,0,0,0,0,1,1,0,0,0,66.67,2015,post
Ryan Hollingshead,,M,4,4,386,1,0,4,1,0,0/0,1,0,0.23,25,0,0,0,0,3,6,0,0,0,25,2015,post
Maximiliano Urruti,,F,5,0,45,1,0,4,3,0,0/0,1,0,2,25,0,0,0,0,2,1,2,0,0,75,2015,post
Dax McCarty,,M,4,4,360,1,0,4,2,1,0/0,0,1,0.25,25,0,0,0,0,4,6,0,0,0,50,2015,post
Erik Friberg,,M,3,3,251,1,0,4,1,1,0/0,1,0,0.36,25,0,0,0,0,5,3,0,1,0,25,2015,post
Sebastian Lletget,,M,1,1,76,1,0,4,1,0,0/0,0,1,1.18,25,0,0,0,0,0,0,0,0,0,25,2015,post
Nat Borchers,,D,6,6,570,1,0,5,3,0,0/0,1,0,0.16,20,0,0,0,0,3,1,1,0,0,60,2015,post
Nelson Valdez,,F,3,2,179,1,0,5,2,0,0/0,1,0,0.5,20,0,0,0,0,6,3,0,0,0,40,2015,post
David Texeira,,F,4,4,277,1,0,5,3,0,0/0,0,1,0.32,20,0,0,0,0,7,2,0,0,0,60,2015,post
Tesho Akindele,,F-M,4,0,95,1,0,6,3,0,0/0,1,0,0.95,16.7,0,0,0,0,1,0,1,0,0,50,2015,post
Chris Rolfe,,F,3,3,245,1,0,7,3,1,0/1,1,0,0.37,14.3,0,0,0,0,7,3,1,1,0,42.86,2015,post
Justin Meram,,M,5,5,420,1,0,7,4,1,0/0,1,0,0.21,14.3,0,0,0,0,7,6,1,0,0,57.14,2015,post
Ethan Finlay,,M,5,5,419,1,0,8,3,1,0/0,1,0,0.21,12.5,0,0,0,0,1,5,1,0,0,37.5,2015,post
Didier Drogba,,F,3,3,300,1,0,11,8,0,0/0,1,0,0.3,9.1,0,0,0,0,3,13,2,1,0,72.73,2015,post
Bradley Wright-Phillips,,F,4,4,360,1,0,12,6,1,0/0,1,0,0.25,8.3,0,0,0,0,3,7,3,1,0,50,2015,post
Fabian Castillo,,M-F,4,4,390,1,0,12,5,0,0/0,0,1,0.23,8.3,0,0,0,0,9,10,1,0,0,41.67,2015,post
Mauro Diaz,,M,4,4,390,0,4,10,2,0,0/0,0,0,0,0,0,2,2,0.92,4,17,0,1,0,20,2015,post
Je-Vaughn Watson,,D,4,4,390,0,2,0,0,0,0/0,0,0,0,0,0,1,1,0.46,3,4,0,0,0,,2015,post
Darlington Nagbe,,M,6,6,570,0,2,9,1,0,0/0,0,0,0,0,1,1,1,0.32,3,19,0,0,0,11.11,2015,post
Fabian Espindola,,F,3,3,270,0,2,10,3,0,0/0,0,0,0,0,1,2,0,0.67,2,8,1,1,0,30,2015,post
Graham Zusi,,M,1,1,120,0,1,0,0,0,0/0,0,0,0,0,0,0,1,0.75,1,4,0,0,0,,2015,post
Kevin Alston,,D,1,1,90,0,1,0,0,0,0/0,0,0,0,0,0,0,1,1,1,0,0,0,0,,2015,post
Juninho,,M,1,1,90,0,1,0,0,0,0/0,0,0,0,0,0,0,1,1,0,0,0,0,0,,2015,post
Victor Cabrera,,D,3,3,300,0,1,0,0,0,0/0,0,0,0,0,0,0,1,0.3,2,0,0,1,0,,2015,post
Amadou Dia,,D,1,1,120,0,1,0,0,0,0/0,0,0,0,0,0,0,1,0.75,2,1,1,1,0,,2015,post
Lloyd Sam,,M-F,4,4,356,0,1,1,0,0,0/0,0,0,0,0,1,1,0,0.25,4,2,2,0,0,0,2015,post
Cedrick Mabwati,,M,4,0,98,0,1,2,1,0,0/0,0,0,0,0,0,1,0,0.92,3,3,0,0,0,50,2015,post
Laurent Ciman,,D,3,3,300,0,1,2,0,0,0/0,0,0,0,0,0,0,1,0.3,3,0,0,0,0,0,2015,post
Marco Pappa,,M,2,1,94,0,1,2,0,0,0/0,0,0,0,0,0,0,1,0.96,5,1,0,1,0,0,2015,post
Giovani dos Santos,,M,1,1,90,0,1,3,1,0,0/0,0,0,0,0,0,0,1,1,0,3,1,0,0,33.33,2015,post
Nick DeLeon,,M,3,3,270,0,1,3,0,0,0/0,0,0,0,0,1,1,0,0.33,1,2,0,0,0,0,2015,post
Gonzalo Verón,,M-F,4,0,68,0,1,3,1,0,0/0,0,0,0,0,1,1,0,1.32,3,1,1,0,0,33.33,2015,post
Waylon Francis,,D,5,5,480,0,1,4,0,0,0/0,0,0,0,0,0,1,0,0.19,4,3,0,0,0,0,2015,post
Marco Donadel,,M,3,3,300,0,1,5,3,0,0/0,0,0,0,0,0,1,0,0.3,3,1,0,1,0,60,2015,post
Sacha Kljestan,,M,4,4,360,0,1,12,4,0,0/0,0,0,0,0,1,0,1,0.25,10,9,2,1,0,33.33,2015,post
Ahmed Kantari,,D,1,1,45,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2015,post
Anthony Wallace,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Robbie Findley,,F,1,1,72,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Damien Perrinelle,,D,1,1,51,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,,2015,post
Jorge Villafaña,,F,6,6,547,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,9,9,0,1,0,,2015,post
Bakary Soumare,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chad Barrett,,F,2,0,50,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,1,0,0,,2015,post
Brad Evans,,D-M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Dan Gargan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Hérculez Gómez,,F,1,0,18,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Stephen Keel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jacob Peterson,,F,1,0,10,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Marcel de Jong,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Pa-Modou Kah,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Will Johnson,,D,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Hassoun Camara,,D,1,0,55,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,1,0,,2015,post
Michael Parkhurst,,D,5,5,480,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,,2015,post
Andy Dorman,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Todd Dunivant,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jozy Altidore,,F,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2015,post
Dane Richards,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Paulo Nagamura,,M,1,1,120,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,2,1,0,0,,2015,post
Mika Vayrynen,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Emanuel Pogatetz,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Benoit Cheyrou,,M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Damien Perquis,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Justin Mapp,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Edson Buddle,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Luke Moore,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Eddie Johnson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Davy Arnaud,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kenny Cooper,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Gonzalo Pineda,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Mauro Rosales,,M,2,0,91,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,,2015,post
José Gonçalves,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,,2015,post
Roman Torres,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Roy Miller,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Atiba Harris,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Facundo Coria,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jared Jeffrey,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Andres Romero,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chris Tierney,,D-M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Rolando Escobar,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Charlie Davies,,F,1,0,20,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2015,post
Chance Myers,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Roger Espinoza,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Zach Scott,,D,3,2,264,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,3,0,0,0,,2015,post
Darrius Barnes,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Omar Gonzalez,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2015,post
Jeremy Hall,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Osvaldo Alonso,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Soni Mustivar,,M,1,1,120,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,3,0,0,0,,2015,post
Baggio Husidic,,M,1,0,14,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2015,post
Matt Besler,,D,1,1,120,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Amobi Okugo,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Ike Opara,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Daigo Kobayashi,,M,1,0,3,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kristinn Steindorsson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Lamar Neagle,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Leonardo González,,D,1,1,36,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Teal Bunbury,,F,1,0,39,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Seth Sinovic,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Steven Beitashour,,D,2,2,172,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,1,0,,2015,post
Zach Loyd,,D,3,3,264,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,3,0,0,0,,2015,post
Ben Zemanski,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Eric Alexander,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Leonardo,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2015,post
Collen Warner,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Michael Nanchoff,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Moises Hernandez,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jalil Anibaba,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chris Korb,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Michael Farfan,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Josh Williams,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Hector Jimenez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Russell Teibert,,M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2015,post
Ezequiel Cirigliano,,M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2015,post
Matias Laba,,M,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,1,0,0,0,,2015,post
Conor Doyle,,F,1,0,25,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2015,post
Nicolas Mezquida,,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Tyler Rudy,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Connor Hallisey,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Sean Davis,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Christian Dean,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Leo Stolz,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Manolo Sanchez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Sean Okoli,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jalen Robinson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chris Duvall,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Collin Martin,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Nick Hagglund,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chris Klute,,D,2,0,14,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Mikey Lopez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Danny Garcia,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Andy Craven,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Charlie Rugg,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kofi Opare,,D,2,2,171,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,2,0,0,0,,2015,post
Andrew Farrell,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,2,0,1,0,,2015,post
Donnie Smith,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Eriq Zavaleta,,D,1,0,45,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Dylan Remick,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Diego Rodriguez,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Oscar Sorto,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Andres Correa,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Chad Barson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Michael Seaton,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jordi Quintilla,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Connor Lade,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Rafael Garcia ,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kevan George,,M,2,0,9,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Matt Hedges,,D,4,4,390,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,1,0,0,0,,2015,post
Thomas,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jordan Smith,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Ashtone Morgan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Bernardo Añor,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Diego Fagundez,,M,1,1,51,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2015,post
Jose Villarreal,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Caleb Clarke,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jay Chapman,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jordan Hamilton,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Ben Speas,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Mohammed Saeid,,M,2,0,16,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Marky Delgado,,M,1,0,20,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,1,0,,2015,post
Jairo Arrieta,,F,1,0,22,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2015,post
Darren Mattocks,,F,2,0,29,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2015,post
Tommy Meyer,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kenney Walker,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Aaron Schoenfeld ,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
London Woodberry,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Karl Ouimette,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Mark Bloom,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
George Fochive,,M,1,0,35,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,0,0,1,0,,2015,post
Daniel Lovitz,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Bradford Jamieson IV,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Raul Mendiola,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jeremy Gagnon-Lapare,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Aaron Kovar,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Darwin Jones,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Taylor Peay,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Cristian Roldan,,M,3,0,60,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Andy Thoma,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Marco Bustos,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kianz Froese,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Alex Zendejas,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Andre Lewis,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Wandrille Lefevre,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Maxim Tissot,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jonathan Osorio,,M,1,1,70,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2015,post
Marius Obekop,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Micheal Azira,,M,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Timi Mulgrew,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Shawn McLaws,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Damion Lowe,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Steve Neumann,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jimmy Ockford,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Erik Hurtado,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Scott Caldwell,,M,1,1,87,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,1,0,0,0,,2015,post
Eric Miller,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Erik Palmer-Brown,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Manny Aparicio,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jimmy Medranda ,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Sam Adekugbe,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Deybi Flores,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Clément Simonin,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Zachary Herivaux,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Dave Romney,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Luke Mishu,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Anthony Manning,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Ignacio Maganto,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Oniel Fisher,,D,2,2,178,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,0,0,,2015,post
Sergio Campbell,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Saad Abdul-Salaam,,D,1,1,120,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,2,0,1,0,,2015,post
Cameron Porter,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Ethen Sampson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Jeanderson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Anthony Jackson-Hamel,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Romario Williams,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Coy Craft,,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Romain Gall,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,post
Kendall Waston,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,2,0,0,0,,2015,post
