Player,Club,POS,GP,GS,SHTS,SV,GA,W,L,T,ShO,W%,Sv%,Year,Season
Dan Kennedy,,GK,0,0,0,0,0,0,0,0,0,0,0,2008,post
Terry Boss,,GK,0,0,0,0,0,0,0,0,0,0,0,2008,post
Tyler Kettering,,GK,0,0,0,0,0,0,0,0,0,0,0,2008,post
Donovan Ricketts,,GK,4,4,14,11,3,2,0,1,2,50,78.6,2009,post
Nick Rimando,,GK,4,4,21,18,3,2,0,2,2,50,85.7,2009,post
Jon Busch,,GK,3,3,18,16,2,1,1,1,2,33.3,88.9,2009,post
Pat Onstad,,GK,3,3,13,9,2,1,1,1,2,33.3,69.2,2009,post
Zach Thornton,,GK,2,2,11,8,3,0,1,1,0,0,72.7,2009,post
Matt Reis,,GK,2,2,15,11,3,1,1,0,0,50,73.3,2009,post
William Hesmer,,GK,2,2,7,3,4,0,2,0,0,0,42.9,2009,post
Kasey Keller,,GK,2,2,9,8,1,0,1,1,1,0,88.9,2009,post
Josh Saunders,,GK,1,0,1,1,0,0,0,1,0,0,100,2009,post
Terry Boss,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Chris Eylander,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Tyler Deric,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Jon Conway,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Andy Gruenebaum,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Brad Knighton,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Chris Seitz,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Kenny Schoeni,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Lance Parker,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Dan Kennedy,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Tally Hall,,GK,0,0,0,0,0,0,0,0,0,0,0,2009,post
Kevin Hartman,,GK,4,4,20,16,4,2,1,1,1,50,80,2010,post
Matt Pickens,,GK,4,4,17,12,3,3,1,0,2,75,70.6,2010,post
Donovan Ricketts,,GK,3,3,17,13,4,2,1,0,1,66.7,76.5,2010,post
Jon Busch,,GK,3,3,20,14,3,1,2,0,0,33.3,70,2010,post
Kasey Keller,,GK,2,2,9,6,3,0,2,0,0,0,66.7,2010,post
Nick Rimando,,GK,2,2,7,4,3,0,1,1,0,0,57.1,2010,post
Bouna Coundoul,,GK,2,2,10,7,3,1,1,0,1,50,70,2010,post
Andy Gruenebaum,,GK,2,2,9,7,2,1,1,0,0,50,77.8,2010,post
Dario Sala,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Ian Joyce,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Josh Lambo,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Josh Saunders,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Terry Boss,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Steward Ceus,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Tim Melia,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Chase Harrison,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Joe Cannon,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Greg Sutton,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
William Hesmer,,GK,0,0,0,0,0,0,0,0,0,0,0,2010,post
Tally Hall,,GK,4,4,22,20,2,3,1,0,2,75,90.9,2011,post
Josh Saunders,,GK,4,4,13,11,2,4,0,0,2,100,84.6,2011,post
Matt Pickens,,GK,3,3,15,11,4,1,2,0,1,33.3,73.3,2011,post
Jimmy Nielsen,,GK,3,3,9,7,2,2,1,0,2,66.7,77.8,2011,post
Nick Rimando,,GK,3,3,13,7,5,1,2,0,1,33.3,53.8,2011,post
Frank Rost,,GK,3,3,15,12,3,1,2,0,1,33.3,80,2011,post
Kasey Keller,,GK,2,2,12,9,3,1,1,0,1,50,75,2011,post
Faryd Mondragón,,GK,2,2,11,7,3,0,2,0,0,0,63.6,2011,post
Kevin Hartman,,GK,1,1,6,4,2,0,1,0,0,0,66.7,2011,post
William Hesmer,,GK,1,1,7,6,1,0,1,0,0,0,85.7,2011,post
Andy Gruenebaum,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Eric Kronberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Chris Konopka,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Bouna Coundoul,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Chris Seitz,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Ian Joyce,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Josh Lambo,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Donovan Ricketts,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Greg Sutton,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Terry Boss,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Steward Ceus,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Tyler Deric,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Tim Melia,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Alex Horwath,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Jon Kempin,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Alex Riggs,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Evan Newton,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Zac MacMath,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Thorne Holder,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Richard Sanchez,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Josh Ford,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Chase Harrison,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Bryan Meredith,,GK,0,0,0,0,0,0,0,0,0,0,0,2011,post
Tally Hall,,GK,6,6,26,17,7,3,2,1,1,50,65.4,2012,post
Josh Saunders,,GK,6,6,24,18,6,4,2,0,1,66.7,75,2012,post
Michael Gspurning,,GK,4,4,22,17,4,2,1,1,2,50,77.3,2012,post
Bill Hamid,,GK,3,3,11,10,2,0,0,2,0,0,90.9,2012,post
Joe Willis,,GK,2,1,8,5,3,1,1,0,0,50,62.5,2012,post
Jimmy Nielsen,,GK,2,2,3,1,2,1,1,0,1,50,33.3,2012,post
Nick Rimando,,GK,2,2,10,9,1,0,1,1,1,0,90,2012,post
Jon Busch,,GK,2,2,7,4,3,1,1,0,1,50,57.1,2012,post
Luis Robles,,GK,2,2,8,7,2,0,1,1,0,0,87.5,2012,post
Brad Knighton,,GK,1,1,7,5,2,0,1,0,0,0,71.4,2012,post
Sean Johnson,,GK,1,1,6,4,2,0,1,0,0,0,66.7,2012,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Marcus Hahnemann,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Tyler Deric,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Jon Kempin,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
David Bingham,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Evan Newton,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Brian Sylvestre,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Josh Ford,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Bryan Meredith,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Brian Rowe ,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Jeremy Vuolo,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Erich Marscheider,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Scott Angevine,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Andrew Weber,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Paolo Tornaghi,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Bill Gaudette,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Jay Nolly,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Eric Kronberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Joe Cannon,,GK,0,0,0,0,0,0,0,0,0,0,0,2012,post
Tally Hall,,GK,5,5,21,14,5,2,1,2,2,40,66.7,2013,post
Jimmy Nielsen,,GK,5,5,12,7,5,2,1,2,1,40,58.3,2013,post
Nick Rimando,,GK,5,5,14,10,4,3,1,1,2,60,71.4,2013,post
Donovan Ricketts,,GK,4,4,20,12,8,2,2,0,0,50,60,2013,post
Marcus Hahnemann,,GK,2,1,5,3,2,0,1,0,0,0,60,2013,post
Michael Gspurning,,GK,2,2,8,5,3,1,1,0,0,50,62.5,2013,post
Jaime Penedo,,GK,2,2,8,6,2,1,1,0,1,50,75,2013,post
Luis Robles,,GK,2,2,8,4,4,0,1,1,0,0,50,2013,post
Matt Reis,,GK,2,2,14,9,4,1,1,0,0,50,64.3,2013,post
Troy Perkins,,GK,1,1,8,5,3,0,1,0,0,0,62.5,2013,post
Clint Irwin,,GK,1,1,4,2,2,0,1,0,0,0,50,2013,post
Santiago Castaño,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Luis Soffner,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Eric Kronberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Matt Pickens,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Carlo Cudicini,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Kevin Hartman,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Josh Saunders,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Steward Ceus,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Milos Kocic,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Tyler Deric,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Jon Kempin,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Jeff Attinella,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Jake Gleeson,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Josh Ford,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Evan Bush,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Brian Rowe ,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Erich Marscheider,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0,0,0,0,0,2013,post
Luis Robles,,GK,5,5,18,11,7,2,2,1,1,40,61.1,2014,post
Bobby Shuttleworth,,GK,5,5,30,22,8,3,1,1,0,60,73.3,2014,post
Jaime Penedo,,GK,5,5,20,16,3,3,1,1,3,60,80,2014,post
Stefan Frei,,GK,4,4,14,11,3,1,1,2,1,25,78.6,2014,post
Chris Seitz,,GK,2,2,9,7,1,1,0,1,1,50,77.8,2014,post
Nick Rimando,,GK,2,2,9,4,5,0,1,1,1,0,44.4,2014,post
Bill Hamid,,GK,2,2,11,8,3,1,1,0,0,50,72.7,2014,post
Steve Clark,,GK,2,2,19,12,7,0,2,0,0,0,63.2,2014,post
Raul Fernandez,,GK,1,1,8,7,1,0,0,1,0,0,87.5,2014,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Marcus Hahnemann,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Brad Knighton,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Santiago Castaño,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Brad Stuver,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Luis Soffner,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Jesse Gonzalez,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Larry Jackson,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Jeff Attinella,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Joe Willis,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Josh Ford,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Matt Lampson,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Brian Rowe ,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2014,post
Adam Kwarasey,,GK,5,5,14,8,6,3,0,2,1,60,57.1,2015,post
Steve Clark,,GK,5,5,34,26,6,2,3,0,1,40,76.5,2015,post
Luis Robles,,GK,4,4,14,12,2,3,1,0,3,75,85.7,2015,post
Jesse Gonzalez,,GK,4,4,22,14,8,1,2,1,0,25,63.6,2015,post
Bill Hamid,,GK,3,3,18,15,3,1,2,0,0,33.3,83.3,2015,post
Stefan Frei,,GK,3,3,19,14,5,2,1,0,0,66.7,73.7,2015,post
Evan Bush,,GK,3,3,14,10,4,2,1,0,1,66.7,71.4,2015,post
David Ousted,,GK,2,2,11,9,2,0,1,1,1,0,81.8,2015,post
Jon Kempin,,GK,1,0,1,0,1,0,0,1,0,0,0,2015,post
Tim Melia,,GK,1,1,4,2,1,0,0,0,0,0,50,2015,post
Bobby Shuttleworth,,GK,1,1,7,5,2,0,1,0,0,0,71.4,2015,post
Chris Konopka,,GK,1,1,8,4,3,0,1,0,0,0,50,2015,post
Jake Gleeson,,GK,1,1,3,3,0,0,0,1,1,0,100,2015,post
Donovan Ricketts,,GK,1,1,5,2,3,0,1,0,0,0,40,2015,post
Alex Bono,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Marco Carducci,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Trevor Spangenberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Andrew Wolverton,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Travis Worra,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Charlie Lyon,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Joe Bendik,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Matt Lampson,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Brian Rowe ,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Quillan Roberts,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Santiago Castaño,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Brad Stuver,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Brad Knighton,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Chris Seitz,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Dan Kennedy,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Andrew Weber,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Troy Perkins,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Eric Kronberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Brian Perk,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Paolo Tornaghi,,GK,0,0,0,0,0,0,0,0,0,0,0,2015,post
Stefan Frei,,GK,6,6,30,26,3,4,1,1,4,66.7,86.7,2016,post
Clint Irwin,,GK,6,6,20,13,6,4,1,1,3,66.7,65,2016,post
Evan Bush,,GK,5,5,25,12,10,4,1,0,1,80,48,2016,post
Brian Rowe ,,GK,3,3,10,7,2,2,1,0,1,66.7,70,2016,post
Zac MacMath,,GK,2,2,9,6,3,0,2,0,0,0,66.7,2016,post
Eirik Johansen,,GK,2,2,16,9,7,0,2,0,0,0,56.3,2016,post
Chris Seitz,,GK,2,2,9,4,4,1,1,0,0,50,44.4,2016,post
Luis Robles,,GK,2,2,6,2,3,0,2,0,0,0,33.3,2016,post
Tim Howard,,GK,2,2,5,4,1,1,1,0,1,50,80,2016,post
Nick Rimando,,GK,1,1,3,0,3,0,1,0,0,0,0,2016,post
Bill Hamid,,GK,1,1,7,3,4,0,1,0,0,0,42.9,2016,post
Tim Melia,,GK,1,1,1,0,1,0,1,0,0,0,0,2016,post
Andre Blake,,GK,1,1,6,3,3,0,1,0,0,0,50,2016,post
Charlie Horton,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Ryan Herman,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
John Berner,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Tyler Miller,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Travis Worra,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Charlie Lyon,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Andre Rawls,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Quillan Roberts,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Matt Jones,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Alec Kann,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Jesse Gonzalez,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Alex Bono,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
John McCarthy,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Jon Kempin,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Jeff Attinella,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Clement Diop,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Eric Kronberg,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Dan Kennedy,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Josh Saunders,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0,0,0,0,0,2016,post
Alex Bono,,GK,5,5,12,10,2,3,1,1,3,60,83.3,2017,post
Zack Steffen,,GK,5,5,23,19,4,1,2,2,2,20,82.6,2017,post
Stefan Frei,,GK,4,4,15,13,2,2,1,1,3,50,86.7,2017,post
Luis Robles,,GK,3,3,6,4,2,2,1,0,2,66.7,66.7,2017,post
Stefan Marinovic,,GK,3,3,11,9,2,1,1,1,2,33.3,81.8,2017,post
Joe Willis,,GK,3,3,14,8,6,1,2,0,0,33.3,57.1,2017,post
Jeff Attinella,,GK,2,2,6,4,2,0,1,1,1,0,66.7,2017,post
Sean Johnson,,GK,2,2,8,4,4,1,1,0,1,50,50,2017,post
Tyler Deric,,GK,2,2,8,8,0,1,0,1,2,50,100,2017,post
Matt Lampson,,GK,1,1,6,2,4,0,1,0,0,0,33.3,2017,post
Tyler Miller,,GK,1,1,3,3,0,1,0,0,1,100,100,2017,post
Andrew Tarbell,,GK,1,1,8,3,5,0,1,0,0,0,37.5,2017,post
Andrew Dykstra,,GK,1,1,5,4,1,0,1,0,0,0,80,2017,post
Brad Guzan,,GK,1,1,5,4,0,0,0,1,1,0,80,2017,post
David Ousted,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Jorge Rodrigo Bava,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Kyle Reynish,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Tim Melia,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
David Bingham,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Jake Gleeson,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Richard Sanchez,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Eirik Johansen,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Alexander Tambakis,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Bryan Meredith,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Kendall McIntosh,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Clint Irwin,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Brad Stuver,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Alec Kann,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Mark Pais,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Andre Rawls,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Evan Louro,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Stefan Cleveland,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Logan Ketterer,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Calle Brown,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Adrian Zendejas,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Spencer Richey,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Matt Bersano,,GK,0,0,0,0,0,0,0,0,0,0,0,2017,post
Jeff Attinella,,GK,6,6,28,19,9,3,2,1,1,50,67.9,2018,post
Brad Guzan,,GK,5,5,14,12,2,4,1,0,3,80,85.7,2018,post
Luis Robles,,GK,4,4,15,11,4,2,2,0,2,50,73.3,2018,post
Tim Melia,,GK,4,4,19,13,6,1,1,2,1,25,68.4,2018,post
Sean Johnson,,GK,3,3,10,5,5,1,2,0,0,33.3,50,2018,post
Nick Rimando,,GK,3,3,21,12,7,1,1,1,0,33.3,57.1,2018,post
Zack Steffen,,GK,3,3,9,4,5,1,1,1,1,33.3,44.4,2018,post
Stefan Frei,,GK,2,2,10,6,4,1,1,0,0,50,60,2018,post
Alex Horwath,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Jon Kempin,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Jeff Caldwell,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Calle Brown,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Adrian Zendejas,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Connor Sparrow,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Andre Rawls,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Evan Louro,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Andrew Putna,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Zac Lubin,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Logan Ketterer,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Eric Dick,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Ben Lundgaard,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Jake Gleeson,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Bryan Meredith,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Steve Clark,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Mitch Hildebrandt,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Brad Stuver,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Alec Kann,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Kendall McIntosh,,GK,0,0,0,0,0,0,0,0,0,0,0,2018,post
Quentin Westberg,,GK,4,4,24,17,6,3,1,0,0,75,70.8,2019,post
Stefan Frei,,GK,4,4,17,12,5,4,0,0,1,100,70.6,2019,post
Brad Guzan,,GK,3,3,13,11,2,2,1,0,2,66.7,84.6,2019,post
Nick Rimando,,GK,2,2,14,9,3,1,1,0,0,50,64.3,2019,post
David Bingham,,GK,2,2,10,4,6,1,1,0,0,50,40,2019,post
Tyler Miller,,GK,2,2,11,5,6,1,1,0,0,50,45.5,2019,post
Andre Blake,,GK,2,2,10,5,5,1,1,0,0,50,50,2019,post
Sean Johnson,,GK,1,1,7,5,2,0,1,0,0,0,71.4,2019,post
Vito Mannone,,GK,1,1,6,4,2,0,1,0,0,0,66.7,2019,post
Steve Clark,,GK,1,1,7,5,2,0,1,0,0,0,71.4,2019,post
Matt Turner,,GK,1,1,5,4,1,0,1,0,0,0,80,2019,post
Jesse Gonzalez,,GK,1,1,10,5,4,0,1,0,0,0,50,2019,post
Luis Robles,,GK,1,1,9,5,4,0,1,0,0,0,55.6,2019,post
Bill Hamid,,GK,1,1,17,12,5,0,1,0,0,0,70.6,2019,post
Alex Horwath,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Jeff Attinella,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Joe Bendik,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Jimmy Maurer,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Cody Cropper,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Bryan Meredith,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Matt Lampson,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Ryan Meara,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Brad Knighton,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Chris Seitz,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Caleb Patterson-Sewell,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Alex Bono,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Earl Edwards Jr.,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Aljaz Ivacic,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Brad Stuver,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Kyle Zobeck,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Alec Kann,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
Trey Muse,,GK,0,0,0,0,0,0,0,0,0,0,0,2019,post
